ad_id,campaign_id,fb_campaign_id,age,gender,Shares,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,Date,State,Sale Amount,Ad Manager,Ad_group,Campaign 
21512,1178,144575,35-39,M,18,102525,13,20.29999983,2,1,3/10/2016,New York,9.99,Tina,Ad Group B,Campaign 2
21516,1178,144576,35-39,M,19,447952,68,131.5799983,8,1,3/11/2016,California,9.99,Jess,Ad Group D,Campaign 1
21517,1178,144576,35-39,M,19,76355,9,14.62999988,2,0,3/12/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21519,1178,144577,35-39,M,20,256598,38,64.46999931,6,1,3/13/2016,California,9.99,Jess,Ad Group B,Campaign 2
21521,1178,144577,35-39,M,20,127476,21,30.15000057,3,2,3/14/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21522,1178,144577,35-39,M,20,237603,37,62.25000024,5,2,3/15/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21527,1178,144578,35-39,M,21,271091,42,78.03999984,3,1,3/16/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21530,1178,144578,35-39,M,21,21743,2,3.400000095,1,0,3/17/2016,New York,9.99,Tina,Ad Group E,Campaign 1
21533,1178,144579,35-39,M,22,88970,10,14.8300004,2,0,3/18/2016,California,9.99,Jess,Ad Group A,Campaign 3
21534,1178,144579,35-39,M,22,108362,13,22.42999983,1,1,3/19/2016,Oregon,9.99,Tom,Ad Group B,Campaign 2
21535,1178,144579,35-39,M,22,188596,27,44.14000034,3,0,3/20/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21536,1178,144579,35-39,M,22,275080,43,69.65999997,4,3,3/21/2016,New York,9.99,Tom,Ad Group D,Campaign 1
21537,1178,144580,35-39,M,23,64647,10,16.26999998,1,0,3/22/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21538,1178,144580,35-39,M,23,31265,4,5.789999902,1,0,3/23/2016,California,9.99,Tina,Ad Group D,Campaign 1
21540,1178,144580,35-39,M,23,140147,24,42.08000016,2,0,3/24/2016,California,9.99,Tina,Ad Group D,Campaign 1
21541,1178,144580,35-39,M,23,223120,40,67.66999984,1,0,3/25/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21542,1178,144580,35-39,M,23,104869,18,34.07000089,1,0,3/26/2016,Florida,9.99,Tom,Ad Group E,Campaign 1
21544,1178,144581,35-39,M,24,165177,23,41.71999967,4,1,3/27/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21545,1178,144581,35-39,M,24,84194,11,19.56999981,1,0,3/28/2016,New York,9.99,Tom,Ad Group B,Campaign 2
21547,1178,144581,35-39,M,24,220581,31,57.37,1,1,3/29/2016,California,9.99,Jess,Ad Group D,Campaign 1
21550,1178,144582,35-39,M,25,75804,10,17.36999965,2,1,3/30/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21552,1178,144582,35-39,M,25,368986,59,100.289999,0,0,3/31/2016,California,9.99,Tina,Ad Group B,Campaign 2
21553,1178,144582,35-39,M,25,28194,3,3.709999919,2,0,4/1/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21555,1178,144583,35-39,M,26,99961,14,23.2099998,1,0,4/2/2016,Texas,9.99,Tom,Ad Group D,Campaign 1
21561,1178,144584,35-39,M,27,685781,103,177.8899992,10,1,4/3/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21564,1178,144584,35-39,M,27,274222,43,66.7700001,2,1,4/4/2016,New York,9.99,Tom,Ad Group E,Campaign 1
21565,1178,144584,35-39,M,27,110503,25,32.67999995,4,0,4/5/2016,California,9.99,Jess,Ad Group A,Campaign 3
21567,1178,144585,35-39,M,28,1447755,233,420.5799983,11,8,4/6/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21568,1178,144585,35-39,M,28,358987,52,87.55000067,1,0,4/7/2016,Main,9.99,Tina,Ad Group D,Campaign 1
21569,1178,144585,35-39,M,28,826205,125,232.3700008,5,1,4/8/2016,New York,9.99,Jess,Ad Group D,Campaign 1
21570,1178,144585,35-39,M,28,550954,84,150.1400012,3,0,4/9/2016,South Carolina,9.99,Tom,Ad Group B,Campaign 2
21572,1178,144585,35-39,M,28,378350,55,96.48000073,4,0,4/10/2016,California,9.99,Jess,Ad Group D,Campaign 1
21573,1178,144586,35-39,M,29,492784,56,95.5100013,7,4,4/11/2016,California,9.99,Tom,Ad Group D,Campaign 1
21574,1178,144586,35-39,M,29,327158,43,72.3100003,6,2,4/12/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21577,1178,144586,35-39,M,29,59390,5,9.209999919,5,3,4/13/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
21578,1178,144586,35-39,M,29,1040330,147,254.2500038,13,2,4/14/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21579,1178,144587,35-39,M,30,49422,6,11.17000031,1,0,4/15/2016,New York,9.99,Jess,Ad Group B,Campaign 2
21580,1178,144587,35-39,M,30,131091,18,34.23000026,3,1,4/16/2016,California,9.99,Tom,Ad Group D,Campaign 1
21581,1178,144587,35-39,M,30,95691,15,25.26000011,1,1,4/17/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21590,1178,144588,35-39,M,31,15513,1,1.289999962,1,0,4/18/2016,California,9.99,Tom,Ad Group B,Campaign 2
21591,1178,144589,35-39,M,32,382537,63,113.9900012,4,3,4/19/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21594,1178,144589,35-39,M,32,461356,64,121.0999982,6,3,4/20/2016,Texas,9.99,Tina,Ad Group D,Campaign 1
21595,1178,144589,35-39,M,32,392541,53,98.70000017,3,2,4/21/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21598,1178,144590,35-39,M,36,35088,5,8.800000072,1,1,4/22/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21600,1178,144590,35-39,M,36,53933,6,9.929999948,3,1,4/23/2016,California,9.99,Tom,Ad Group A,Campaign 3
21603,1178,144591,35-39,M,63,228861,33,53.38999939,4,2,4/24/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
21605,1178,144591,35-39,M,63,20959,2,3.769999981,1,1,4/25/2016,Main,9.99,Tom,Ad Group D,Campaign 1
21610,1178,144592,35-39,M,64,24992,2,3.190000057,1,0,4/26/2016,New York,9.99,Jess,Ad Group D,Campaign 1
21611,1178,144592,35-39,M,64,100351,15,24.17999995,2,1,4/27/2016,South Carolina,9.99,Tina,Ad Group B,Campaign 2
21612,1178,144592,35-39,M,64,292448,43,76.89999968,2,1,4/28/2016,California,9.99,Tina,Ad Group D,Campaign 1
21613,1178,144592,35-39,M,64,65060,7,14.5200001,1,1,4/29/2016,California,9.99,Jess,Ad Group D,Campaign 1
21614,1178,144592,35-39,M,64,133316,21,36.17000055,2,0,4/30/2016,Texas,9.99,Tom,Ad Group A,Campaign 3
21615,1178,144593,35-39,M,65,113501,26,38.44000077,5,4,5/1/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
21618,1178,144593,35-39,M,65,192810,41,61.92999995,4,3,5/2/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21621,1178,144594,35-39,M,2,233404,43,70.4100008,2,1,5/3/2016,New York,9.99,Jess,Ad Group B,Campaign 2
21622,1178,144594,35-39,M,2,128843,24,37.5999999,2,0,5/4/2016,California,9.99,Tina,Ad Group D,Campaign 1
21623,1178,144594,35-39,M,2,63564,12,20.59000027,2,0,5/5/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21625,1178,144594,35-39,M,2,85970,14,24.78000021,1,1,5/6/2016,California,9.99,Jess,Ad Group B,Campaign 2
21628,1178,144595,35-39,M,7,131232,16,29.53999937,1,1,5/7/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21629,1178,144595,35-39,M,7,152454,22,37.84999979,1,1,5/8/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21630,1178,144595,35-39,M,7,28989,2,2.290000021,1,0,5/9/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21633,1178,144596,35-39,M,66,80248,15,24.1900003,1,1,5/10/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21637,1178,144596,35-39,M,66,38580,5,8.519999981,1,0,5/11/2016,California,9.99,Tina,Ad Group A,Campaign 3
21639,1178,144597,40-44,M,10,621591,91,163.36,5,1,5/12/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21640,1178,144597,40-44,M,10,250499,36,58.14000005,3,1,5/13/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21642,1178,144597,40-44,M,10,131637,18,29.30999982,2,1,5/14/2016,New York,9.99,Tom,Ad Group D,Campaign 1
21643,1178,144597,40-44,M,10,463813,69,116.3399996,4,2,5/15/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21644,1178,144597,40-44,M,10,211767,35,60.89999914,5,1,5/16/2016,California,9.99,Tom,Ad Group D,Campaign 1
21646,1178,144598,40-44,M,15,163181,26,40.02000093,1,1,5/17/2016,California,9.99,Jess,Ad Group D,Campaign 1
21651,1178,144599,40-44,M,16,1117385,147,260.0699984,11,2,5/18/2016,Texas,9.99,Tina,Ad Group A,Campaign 3
21652,1178,144599,40-44,M,16,1663441,205,359.4700001,17,6,5/19/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
21653,1178,144599,40-44,M,16,455248,54,105.7099996,5,2,5/20/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21654,1178,144599,40-44,M,16,75589,6,10.66000009,1,1,5/21/2016,New York,9.99,Tom,Ad Group B,Campaign 2
21655,1178,144599,40-44,M,16,594267,82,143.3000009,3,2,5/22/2016,California,9.99,Jess,Ad Group D,Campaign 1
21656,1178,144599,40-44,M,16,315281,35,65.02999854,1,0,5/23/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21664,1178,144601,40-44,M,19,363456,71,117.5599997,7,1,5/24/2016,California,9.99,Jess,Ad Group B,Campaign 2
21666,1178,144601,40-44,M,19,438983,81,143.4300001,3,1,5/25/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21667,1178,144601,40-44,M,19,42563,5,9.659999847,1,1,5/26/2016,Texas,9.99,Tina,Ad Group D,Campaign 1
21669,1178,144602,40-44,M,20,399035,75,124.7999995,7,3,5/27/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21671,1178,144602,40-44,M,20,304680,59,98.55000019,3,0,5/28/2016,New York,9.99,Tom,Ad Group E,Campaign 1
21672,1178,144602,40-44,M,20,140596,23,40.77000022,1,0,5/29/2016,California,9.99,Jess,Ad Group A,Campaign 3
21673,1178,144602,40-44,M,20,439986,80,134.8799999,4,3,5/30/2016,Oregon,9.99,Tom,Ad Group B,Campaign 2
21674,1178,144602,40-44,M,20,75803,11,19.3599999,2,2,5/31/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21681,1178,144604,40-44,M,22,153586,28,43.01000035,2,0,6/1/2016,New York,9.99,Tina,Ad Group D,Campaign 1
21682,1178,144604,40-44,M,22,180815,31,42.62999976,1,0,6/2/2016,South Carolina,9.99,Tina,Ad Group B,Campaign 2
21683,1178,144604,40-44,M,22,253169,51,75.78999984,1,0,6/3/2016,California,9.99,Jess,Ad Group D,Campaign 1
21684,1178,144604,40-44,M,22,34453,5,7.710000038,1,1,6/4/2016,California,9.99,Tom,Ad Group D,Campaign 1
21687,1178,144605,40-44,M,23,51550,8,14.03999984,1,0,6/5/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21689,1178,144605,40-44,M,23,110018,24,39.85999966,1,0,6/6/2016,Florida,9.99,Tom,Ad Group E,Campaign 1
21693,1178,144606,40-44,M,24,137584,21,36.77999961,1,0,6/7/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21697,1178,144606,40-44,M,24,209825,30,54.86999953,1,0,6/8/2016,New York,9.99,Tina,Ad Group B,Campaign 2
21699,1178,144607,40-44,M,25,264222,63,87.7899996,1,1,6/9/2016,California,9.99,Tina,Ad Group D,Campaign 1
21710,1178,144608,40-44,M,26,31202,5,6.730000019,1,0,6/10/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21711,1178,144609,40-44,M,27,252991,49,76.83999932,3,0,6/11/2016,California,9.99,Tom,Ad Group B,Campaign 2
21714,1178,144609,40-44,M,27,56265,9,15.53999972,1,0,6/12/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21723,1178,144611,40-44,M,29,76923,11,17.67000008,2,2,6/13/2016,Texas,9.99,Tom,Ad Group D,Campaign 1
21724,1178,144611,40-44,M,29,209332,30,49.60000014,3,1,6/14/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21725,1178,144611,40-44,M,29,214094,31,53.26999903,1,0,6/15/2016,New York,9.99,Tina,Ad Group E,Campaign 1
21726,1178,144611,40-44,M,29,526209,85,126.9299996,3,2,6/16/2016,California,9.99,Tina,Ad Group A,Campaign 3
21727,1178,144611,40-44,M,29,741143,120,179.620001,4,1,6/17/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
21728,1178,144611,40-44,M,29,172827,25,38.42000043,2,0,6/18/2016,Main,9.99,Tom,Ad Group D,Campaign 1
21730,1178,144612,40-44,M,30,188873,38,58.5999999,1,1,6/19/2016,New York,9.99,Jess,Ad Group D,Campaign 1
21732,1178,144612,40-44,M,30,123126,25,39.72999978,2,1,6/20/2016,South Carolina,9.99,Tom,Ad Group B,Campaign 2
21735,1178,144613,40-44,M,31,77794,14,19.11000001,1,1,6/21/2016,California,9.99,Jess,Ad Group D,Campaign 1
21741,1178,144614,40-44,M,32,56630,9,15.81000018,1,1,6/22/2016,California,9.99,Tina,Ad Group D,Campaign 1
21744,1178,144614,40-44,M,32,400844,85,140.9700022,4,2,6/23/2016,Texas,9.99,Tina,Ad Group A,Campaign 3
21745,1178,144614,40-44,M,32,208572,36,60.76000023,2,1,6/24/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
21748,1178,144615,40-44,M,36,59004,8,13.51000011,1,0,6/25/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21751,1178,144615,40-44,M,36,196253,32,55.10000002,1,0,6/26/2016,New York,9.99,Jess,Ad Group B,Campaign 2
21754,1178,144616,40-44,M,63,51858,8,12.63000011,1,1,6/27/2016,California,9.99,Tom,Ad Group D,Campaign 1
21757,1178,144616,40-44,M,63,280764,49,81.36000025,2,1,6/28/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21761,1178,144617,40-44,M,64,63660,11,16.47000003,1,1,6/29/2016,California,9.99,Tina,Ad Group B,Campaign 2
21762,1178,144617,40-44,M,64,109289,19,31.02999997,1,0,6/30/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21768,1178,144618,40-44,M,65,188440,40,60.72999966,2,1,7/1/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21771,1178,144619,40-44,M,2,212496,44,74.83000135,2,1,7/2/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21772,1178,144619,40-44,M,2,32574,5,7.480000019,1,0,7/3/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21775,1178,144619,40-44,M,2,128595,23,36.4800005,1,1,7/4/2016,California,9.99,Tom,Ad Group A,Campaign 3
21777,1178,144620,40-44,M,7,242234,48,68.06000054,2,0,7/5/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
21784,1178,144621,40-44,M,66,33154,5,7.879999995,1,1,7/6/2016,Main,9.99,Tina,Ad Group D,Campaign 1
21785,1178,144621,40-44,M,66,9773,1,1.460000038,1,0,7/7/2016,New York,9.99,Tina,Ad Group D,Campaign 1
21789,1178,144622,45-49,M,10,464036,77,123.5500004,3,1,7/8/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21790,1178,144622,45-49,M,10,478480,75,135.7500012,3,1,7/9/2016,California,9.99,Tom,Ad Group D,Campaign 1
21792,1178,144622,45-49,M,10,428812,66,116.8800001,4,2,7/10/2016,California,9.99,Jess,Ad Group D,Campaign 1
21793,1178,144622,45-49,M,10,1177535,221,365.6600009,15,3,7/11/2016,Texas,9.99,Tom,Ad Group A,Campaign 3
21794,1178,144622,45-49,M,10,426500,72,128.2799988,4,1,7/12/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
21797,1178,144623,45-49,M,15,54237,7,10.77999985,2,1,7/13/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21798,1178,144623,45-49,M,15,5064044,89,133.6999986,2,2,7/14/2016,New York,9.99,Tina,Ad Group B,Campaign 2
21799,1178,144623,45-49,M,15,250960,42,64.87999952,2,0,7/15/2016,California,9.99,Jess,Ad Group D,Campaign 1
21801,1178,144624,45-49,M,16,2286228,353,603.380002,16,7,7/16/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21802,1178,144624,45-49,M,16,915451,125,220.559999,6,1,7/17/2016,California,9.99,Jess,Ad Group B,Campaign 2
21803,1178,144624,45-49,M,16,159478,20,33.89999998,3,1,7/18/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21805,1178,144624,45-49,M,16,1228924,190,318.9700032,6,3,7/19/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21806,1178,144624,45-49,M,16,938283,134,248.6400001,7,2,7/20/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21807,1178,144625,45-49,M,18,154572,26,40.93000007,1,1,7/21/2016,New York,9.99,Tina,Ad Group E,Campaign 1
21809,1178,144625,45-49,M,18,378171,70,109.2500008,1,0,7/22/2016,California,9.99,Jess,Ad Group A,Campaign 3
21812,1178,144625,45-49,M,18,468749,84,134.1199975,6,1,7/23/2016,Oregon,9.99,Tom,Ad Group B,Campaign 2
21813,1178,144626,45-49,M,19,309823,60,103.3899996,4,4,7/24/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21815,1178,144626,45-49,M,19,327227,65,116.5599996,5,0,7/25/2016,New York,9.99,Tom,Ad Group D,Campaign 1
21816,1178,144626,45-49,M,19,334945,72,120.2999994,2,1,7/26/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21817,1178,144626,45-49,M,19,68859,15,25.45999968,1,0,7/27/2016,California,9.99,Tina,Ad Group D,Campaign 1
21819,1178,144627,45-49,M,20,127125,20,35.67999983,2,0,7/28/2016,California,9.99,Tina,Ad Group D,Campaign 1
21820,1178,144627,45-49,M,20,415798,80,131.7800006,3,1,7/29/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21822,1178,144627,45-49,M,20,107671,20,29.91000021,1,1,7/30/2016,Florida,9.99,Tom,Ad Group E,Campaign 1
21823,1178,144627,45-49,M,20,164356,28,46.7900002,2,1,7/31/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21824,1178,144627,45-49,M,20,17662,2,3.189999938,1,0,8/1/2016,New York,9.99,Tom,Ad Group B,Campaign 2
21827,1178,144628,45-49,M,21,65339,10,16.67999983,2,0,8/2/2016,California,9.99,Jess,Ad Group D,Campaign 1
21828,1178,144628,45-49,M,21,59838,7,11.11000013,1,0,8/3/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21829,1178,144628,45-49,M,21,381577,81,127.5699993,2,0,8/4/2016,California,9.99,Tina,Ad Group B,Campaign 2
21835,1178,144629,45-49,M,22,45491,8,11.00999999,1,0,8/5/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21838,1178,144630,45-49,M,23,18946,2,3.599999905,1,0,8/6/2016,Texas,9.99,Tom,Ad Group D,Campaign 1
21841,1178,144630,45-49,M,23,114370,18,33.65999997,1,0,8/7/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21842,1178,144630,45-49,M,23,99698,21,33.3499999,1,0,8/8/2016,New York,9.99,Tom,Ad Group E,Campaign 1
21844,1178,144631,45-49,M,24,355165,81,128.6099997,4,3,8/9/2016,California,9.99,Jess,Ad Group A,Campaign 3
21850,1178,144632,45-49,M,25,101431,23,33.93000031,1,1,8/10/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21852,1178,144632,45-49,M,25,123151,24,36.4400003,2,1,8/11/2016,Main,9.99,Tina,Ad Group D,Campaign 1
21860,1178,144633,45-49,M,26,24078,4,5.769999981,1,0,8/12/2016,New York,9.99,Jess,Ad Group D,Campaign 1
21861,1178,144634,45-49,M,27,517801,105,181.7200011,3,0,8/13/2016,South Carolina,9.99,Tom,Ad Group B,Campaign 2
21862,1178,144634,45-49,M,27,145104,25,41.42000008,2,1,8/14/2016,California,9.99,Jess,Ad Group D,Campaign 1
21864,1178,144634,45-49,M,27,179950,35,58.67999971,1,0,8/15/2016,California,9.99,Tom,Ad Group D,Campaign 1
21865,1178,144634,45-49,M,27,258531,46,80.33999979,2,0,8/16/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21866,1178,144634,45-49,M,27,272500,62,104.4599996,3,0,8/17/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
21867,1178,144635,45-49,M,28,273197,57,87.7300005,3,0,8/18/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21868,1178,144635,45-49,M,28,775904,172,253.990002,4,2,8/19/2016,New York,9.99,Jess,Ad Group B,Campaign 2
21869,1178,144635,45-49,M,28,120251,26,39.44000006,1,0,8/20/2016,California,9.99,Tom,Ad Group D,Campaign 1
21871,1178,144635,45-49,M,28,139406,24,39.04999948,1,0,8/21/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21872,1178,144635,45-49,M,28,60314,11,16.93999958,2,1,8/22/2016,California,9.99,Tom,Ad Group B,Campaign 2
21873,1178,144636,45-49,M,29,563074,86,142.7099985,4,2,8/23/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
21874,1178,144636,45-49,M,29,168655,18,27.29999983,2,0,8/24/2016,Texas,9.99,Tina,Ad Group D,Campaign 1
21875,1178,144636,45-49,M,29,111963,17,29.3799994,2,1,8/25/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
21876,1178,144636,45-49,M,29,1026304,168,277.5799986,17,8,8/26/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21877,1178,144636,45-49,M,29,1391924,258,422.8400038,17,10,8/27/2016,California,9.99,Tom,Ad Group A,Campaign 3
21878,1178,144636,45-49,M,29,147551,22,38.50000083,1,0,8/28/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
21885,1178,144638,45-49,M,31,66794,9,17.3299998,1,1,8/29/2016,Main,9.99,Tom,Ad Group D,Campaign 1
21887,1178,144638,45-49,M,31,118882,19,32.30999994,2,1,8/30/2016,New York,9.99,Jess,Ad Group D,Campaign 1
21889,1178,144638,45-49,M,31,148010,24,41.96999943,1,0,8/31/2016,South Carolina,9.99,Tina,Ad Group B,Campaign 2
21891,1178,144639,45-49,M,32,932890,197,352.4499989,3,1,9/1/2016,California,9.99,Tina,Ad Group D,Campaign 1
21892,1178,144639,45-49,M,32,718359,147,264.5899997,4,1,9/2/2016,California,9.99,Jess,Ad Group D,Campaign 1
21893,1178,144639,45-49,M,32,433658,82,158.5999998,5,2,9/3/2016,Texas,9.99,Tom,Ad Group A,Campaign 3
21895,1178,144639,45-49,M,32,29455,3,4.769999981,1,0,9/4/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
21901,1178,144640,45-49,M,36,23973,3,4.820000052,1,1,9/5/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21905,1178,144641,45-49,M,63,126480,25,37.25999999,1,1,9/6/2016,New York,9.99,Jess,Ad Group B,Campaign 2
21906,1178,144641,45-49,M,63,138959,28,39.5200007,1,0,9/7/2016,California,9.99,Tina,Ad Group D,Campaign 1
21908,1178,144641,45-49,M,63,68829,12,19.47999978,1,0,9/8/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21911,1178,144642,45-49,M,64,494044,10,16.38,1,1,9/9/2016,California,9.99,Jess,Ad Group B,Campaign 2
21916,1178,144643,45-49,M,65,76014,16,22.67000031,1,1,9/10/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21923,1178,144644,45-49,M,2,50947,10,15.99000025,1,0,9/11/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21933,1178,144646,45-49,M,66,55536,11,17.04999995,1,0,9/12/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21941,1178,144647,30-34,F,10,318042,46,64.40999997,8,4,9/13/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21942,1178,144647,30-34,F,10,213016,30,44.21999955,8,2,9/14/2016,California,9.99,Tina,Ad Group A,Campaign 3
21945,1178,144648,30-34,F,15,182265,27,38.18000007,2,1,9/15/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21946,1178,144648,30-34,F,15,1117371,177,268.050002,26,5,9/16/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21949,1178,144648,30-34,F,15,333345,52,77.59000027,5,1,9/17/2016,New York,9.99,Tom,Ad Group D,Campaign 1
21951,1178,144649,30-34,F,16,275930,30,46.77999997,5,2,9/18/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21953,1178,144649,30-34,F,16,740631,101,153.1199975,9,1,9/19/2016,California,9.99,Tom,Ad Group D,Campaign 1
21954,1178,144649,30-34,F,16,328272,35,55.99000025,2,1,9/20/2016,California,9.99,Jess,Ad Group D,Campaign 1
21955,1178,144649,30-34,F,16,178455,20,31.5400002,6,3,9/21/2016,Texas,9.99,Tina,Ad Group A,Campaign 3
21956,1178,144649,30-34,F,16,705712,98,147.339999,6,1,9/22/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
21958,1178,144650,30-34,F,18,690373,91,159.5700021,5,2,9/23/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21959,1178,144650,30-34,F,18,515812,69,117.6299995,3,1,9/24/2016,New York,9.99,Tom,Ad Group B,Campaign 2
21960,1178,144650,30-34,F,18,764793,101,171.9799976,4,2,9/25/2016,California,9.99,Jess,Ad Group D,Campaign 1
21963,1178,144651,30-34,F,19,87832,11,18.10000038,1,1,9/26/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21964,1178,144651,30-34,F,19,23368,3,4.300000191,1,0,9/27/2016,California,9.99,Jess,Ad Group B,Campaign 2
21965,1178,144651,30-34,F,19,51509,7,11.57000005,1,0,9/28/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
21967,1178,144651,30-34,F,19,87043,16,24.48000002,2,0,9/29/2016,Texas,9.99,Tina,Ad Group D,Campaign 1
21968,1178,144651,30-34,F,19,565565,113,169.6699982,7,4,9/30/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21969,1178,144652,30-34,F,20,253758,43,62.14000034,4,1,10/1/2016,New York,9.99,Tom,Ad Group E,Campaign 1
21973,1178,144652,30-34,F,20,319131,51,76.68000025,6,1,10/2/2016,California,9.99,Jess,Ad Group A,Campaign 3
21974,1178,144652,30-34,F,20,670608,130,195.1499978,11,3,10/3/2016,Oregon,9.99,Tom,Ad Group B,Campaign 2
21975,1178,144653,30-34,F,21,159123,25,38.36000013,5,3,10/4/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21976,1178,144653,30-34,F,21,103709,15,24.56999969,3,1,10/5/2016,New York,9.99,Tina,Ad Group D,Campaign 1
21979,1178,144653,30-34,F,21,271589,45,74.41000032,9,3,10/6/2016,South Carolina,9.99,Tina,Ad Group B,Campaign 2
21980,1178,144653,30-34,F,21,119772,20,33.46999907,5,2,10/7/2016,California,9.99,Jess,Ad Group D,Campaign 1
21982,1178,144654,30-34,F,22,26340,3,4.220000029,1,1,10/8/2016,California,9.99,Tom,Ad Group D,Campaign 1
21983,1178,144654,30-34,F,22,594968,111,147.6700006,4,0,10/9/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
21993,1178,144656,30-34,F,24,185665,39,62.14000058,1,0,10/10/2016,Florida,9.99,Tom,Ad Group E,Campaign 1
